ILM List,
10027347,Demultiplexer DWDM 8 WL LGX ch space 200GHz lowest ch 1560.61nm 21 red upgrade & test port ins loss flat connector SC/APC
10027348,Multiplexer DWDM 4WL Tyco D tray 152x378x13.5mm space 200GHz lowest ch 1554.13nm 29 red UPG & test port loss flat conn SC/APC 900um buff 1m
10027349,Multiplexer DWDM 8WL Fiber D Tray 152x378x13.5mm ch space 200GHz lowest ch 1560.61nm 21 UPG & test port ins loss flat no connector 900um Buff 1.m
10027350,Spatial - MME MkX PFM LOD 3200W
10027372,Spatial - BSP PFM LOD 2400W
10027373,Spatial - BSP System Control Switch Board (SCXB)
10027374,Spatial - BSP Component Main Switch Board (CMXB)
10027375,Spatial - Dummy Unit/Panel BSP 265X225X15
10027376,Spatial - Dust Filter Unit For BFD 538
10027384,Cable MCX male to F male mini coax cable 1.5 m long continuity tested only
10027385,Cable MCX male to MCX male mini coax cable 1.5m long continuity tested only
10027386,Chssis 3RU vertical active chassis with dual cable management bar for ultra dense MaxNet II
10027387,Module splitter combiner 5 to 1218 MHz MaxNet II
10027388,Moduel 8 way splitter combiner in single width module 5 to 1218 MHz MaxNet II
10027389,Module dual density forward amplifier module 1GHz for ultra dense MaxNet II
10027390,Module power supply -48 +/- 12VDC 250W MaxNet II
10027391,Terminator MCX type
10027391,Terminator MCX type
10027391,Terminator MCX type
10027392,Locking header block single width passives and actives MaxNet II
10027392,Locking header block single width passives and actives MaxNet II
10027393,Locking header block dual width passives only MaxNet II
10027394,Tool MCX connector terminator installation extraction tool
10027395,Tool fibre MCX connector installation extraction tool
10027396,PAD plug in 0 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027396,PAD plug in 0 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027396,PAD plug in 0 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027397,PAD plug in 1 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027397,PAD plug in 1 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027397,PAD plug in 1 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027398,PAD plug in 2 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027398,PAD plug in 2 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027398,PAD plug in 2 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027399,PAD plug in 3 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027399,PAD plug in 3 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027399,PAD plug in 3 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027400,PAD plug in 4 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027400,PAD plug in 4 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027400,PAD plug in 4 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027401,PAD plug in 5 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027401,PAD plug in 5 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027401,PAD plug in 5 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027402,PAD plug in 6 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027402,PAD plug in 6 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027402,PAD plug in 6 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027403,PAD plug in 7 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027403,PAD plug in 7 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027403,PAD plug in 7 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027404,PAD plug in 8 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027404,PAD plug in 8 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027404,PAD plug in 8 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027405,PAD plug in 9 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027405,PAD plug in 9 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027405,PAD plug in 9 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027406,PAD plug in 10 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027406,PAD plug in 10 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027406,PAD plug in 10 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027407,PAD plug in 11 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027407,PAD plug in 11 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027407,PAD plug in 11 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027408,PAD plug in 12 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027408,PAD plug in 12 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027408,PAD plug in 12 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027408,PAD plug in 12 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027409,PAD plug in 13 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027409,PAD plug in 13 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027409,PAD plug in 13 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027410,PAD plug in 14 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027410,PAD plug in 14 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027410,PAD plug in 14 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027411,PAD plug in 15 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027411,PAD plug in 15 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027411,PAD plug in 15 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027412,PAD plug in 16 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027412,PAD plug in 16 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027412,PAD plug in 16 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027413,PAD plug in 17 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027413,PAD plug in 17 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027413,PAD plug in 17 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027414,PAD plug in 18 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027414,PAD plug in 18 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027414,PAD plug in 18 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027415,PAD plug in 19 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027415,PAD plug in 19 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027415,PAD plug in 19 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027416,PAD plug in 20 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027416,PAD plug in 20 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027416,PAD plug in 20 dB 5 to 1218MHz must order in qty of 10 blue MaxNet II
10027417,Equaliser plug-in 1.5 dB 1218MHz must order in qty of 10 yellow MaxNet II
10027418,Equaliser plug-in 3.0 dB 1218MHz must order in qty of 10 yellow MaxNet II
10027419,Equaliser plug-in 4.5 dB 1218MHz must order in qty of 10 yellow MaxNet II
10027420,Equaliser plug-in 6.0 dB 1218MHz must order in qty of 10 yellow MaxNet II
10027421,Equaliser plug-in 7.5 dB 1218MHz must order in qty of 10 yellow MaxNet II
10027422,Equaliser plug-in 9.0 dB 1218MHz must order in qty of 10 yellow MaxNet II
10027423,Equaliser plug-in 10.5 dB 1218MHz must order in qty of 10 yellow MaxNet II
10027424,Equaliser plug-in 2.0 dB 5 to 85 MHz white Order in qty of 10 MaxNet II
10027425,Equaliser plug-in 4.0 dB 5 to 85 MHz white Order in qty of 10 MaxNet II
10027426,Equaliser plug-in 6.0 dB 5 to 85 MHz white Order in qty of 10 MaxNet II
10027427,Equaliser plug-in 8.0 dB 5 to 85 MHz white Order in qty of 10 MaxNet II
10027428,Equaliser plug-in 10.0 dB 5 to 85 MHz white Order in qty of 10 MaxNet II
10027429,Equaliser plug-in 13.0 dB 5 to 85 MHz white Order in qty of 10 MaxNet II
10027435,Closure Tenio Aerial SAS RPX cable gland-gel
10027436,Planar Splitter (1:2) For FJL/BJL
10027437,Closure FTTC copper interconnect unit
10027438,Cable Ribbon 48F RPX 1F FlexNAP per meter
10027439,Tethers 4.8m and 5m 2x NAP 1F FlexNAP for 48F RPX 10027438
10027440,Cable Gender Change Male to Male 3m
10027440,Cable Gender Change Male to Male 3m
10027440,Cable Gender Change Male to Male 3m
10027441,Multiport Splitter Aerial 1:4 SMP
10027442,Multiport Splitter Aerial 1:8 SMP
10027443,Cable extension SAS 1F Aerial Teather Extension Male to Female 3m
10027444,Cable extension SAS 1F Aerial Teather Extension Male to Female 15m
10027445,Cable extension SAS 1F Aerial Teather Extension Male to Female 25m
10027446,Cable extension SAS 1F Aerial Teather Extension Male to Female 40m
10027447,Clamp for Joint Openable HSOJ 31 Series Sealed
10027448,Bracket Pole Wall for Joint Openable HSOJ 31 Series
10027449,Joint Openable HSOJ 31 Series Extra Long Dome
10027450,Opennable joint oj 4 way glue block for auxiliary sleeves
10027451,Putty Butyl Rubber
10027452,Shroud Openable Joint Container Large
10027453,Shroud Openable Joint Container Small
10027454,Cap End Heatshrink 2/0.40MM DIA
10027455,Cap End Heatshrink 4-12MM DIA
10027456,Cover PVC OPEnable Joint Small
10027457,Cover PVC OPEnable Joint Large
10027458,Bag Mesh Plastic 4MM 25MM DIA 150MM Long
10027459,Sleeve PE Orange 7.5MM
10027460,Collet Identification Blue 6MM ID
10027461,Collet Identification Orange 6MM ID
10027462,Collet Identification Green 6MM ID
10027463,Collet Identification Brown 6MM ID
10027464,Collet Identification Grey 6MM ID
10027465,Collet Identification White 6MM ID
10027466,Collet Identification Blue 9MM ID
10027467,Collet Identification Orange 9MM ID
10027468,Collet Identification Green 9MM ID
10027469,Collet Identification Brown 9MM ID
10027470,Collet Identification Grey 9MM ID
10027471,Collet Identification White 9MM ID
10027472,Collet Identification Blue 12MM ID
10027473,Collet Identification Orange 12MM ID
10027474,Collet Identification Green 12MM ID
10027475,Collet Identification Brown 12MM ID
10027476,Collet Identification Grey 12MM ID
10027477,Collet Identification White 12MM ID
10027478,Clamp Openable Joint Enclosure H/S SM
10027479,Clamp Openable Joint Enclosure H/S LGE
10027480,Clamp Openable Joint Enclosure H/S XLGE
10027481,Closure Extra Small Openable
10027482,Closure Small Openable
10027483,Closure Large New Work Openable
10027484,"Openable Joint, Large. Dexgreen Non Heat shrink"
10027485,Closure Extra Large Openable
10027486,Sealant 10B 250Gm Dexbond for new Dexgreen OJ install
10027487,Silica Gel 100G Bag
10027488,Putty Block
10027489,PF Cleaning Wipes Bucket
10027490,2 Pair Snap Closure
10027491,5 Pair Dexgreen Snap Closure
10027492,Connectors 2Wire 0.40 To 0.90MM
10027493,Connector Make Before Break
10027494,Airblock Sealant Dexblock
10027495,Silica Gel 30G Bag
10027496,Nozzle 10 Pack For Sealant
10027497,Silica Gel 10G Bag
10027498,"Openable Joint, Small Dexgreen Non Heat shrink"
10027499,Clamp Large Dexgreen OJ
10027500,Grease Extra SM Closure O Rings
10027501,O Ring Extra Small Dexg Closure
10027502,O Ring Small Dexg Closure
10027503,O Ring Large Dexg Closure
10027504,O Ring Extra Large Dexg Closure
10027505,Aerial Closure Kit Suit Large Dexg O/J
10027506,Aerial Closure Kit Suit Extra Large Dexg O/J
10027585,Medium PCD Enclosure With NBN Logo
10027587,312 fibre single mode ADSS cable up to 250 m span
10027588,312 fibre single mode ADSS cable up to 400 m span
10027589,312 fibre single mode ADSS cable up to 600 m span
10027590,Tool coaxial mini RG59 cable prep tool cutting and stripping for Commscope and Times Fiber cable
10027591,Tool coaxial mini RG59 replacement cartridges compatible with CPT7691 cable stripping tool for Commscope and Times Fiber cable
10027592,Tool coaxial mini RG59 compression tool for all Holland ATX style F BNC and MCX connectors
10027593,Tool coaxial RG6 and RG59 cable stripping tool replacement cartridges
10027594,Tool coaxial cable cutter up to 0.75 inch 19mm yellow handle
10027595,Tool coaxial insertion and flaring tool for RG6 F type connector
10027596,"Tool coaxial long handled tool for Ftype 7/16"" nut connectors no torque setting with nut for attaching torque wrenches"
10027597,"Tool coaxial longhandled torque tool 30inch-lbs for Ftype 7/16"" nut connectors audible click when torque setting is reached"
10027598,"Tool coaxial short handled torque tool 30inch lbs for F type 7/16"" nut connectors audible click when torque setting is reached"
10027599,Connector coaxial adaptor female-to-male push on F type
10027600,Connector coaxial adaptor GSK to F male
10027601,Connector coaxial adaptor GSK to F female
10027602,Tool kit coaxial containing all the tools necessary to attach F MCX and BNC connectors to dual tri or quad shield mini RG59 cable.
10027606,Cladding for Battery Cabinet 10026134
10027607,Cladding for HEX Cabinet 10026706
10027608,HEX Cabinet Door Includes HEX 10026705 and 10026706
10027609,Cable Shroud for Clad HEX Cabinet 10026706
10027610,HEX Cabinet Empty Unclad
10027611,HEX Cabinet Empty Clad
10027612,DPU GPON to VDSL2 4 port with 1x hangar
10027613,RPU 55Vdc 385mA with 1.5m twisted pair patch cable and 1.5m AC cable with AU mains plug and user manual
10027614,Cable untwisted 1m RJ11 to RJ11 for RPU
10027615,Cable untwisted 3m RJ11 to RJ11 for RPU
10027616,Cable untwisted 5m RJ11 to RJ11 for RPU
10027617,Cable untwisted 1.5m RJ11 to RJ11 for RPU
10027618,Cable twisted 1m RJ11 to RJ11 for RPU
10027619,Cable twisted 3m RJ11 to RJ11 for RPU
10027620,Cable twisted 5m RJ11 to RJ11 for RPU
10027621,Cable twisted 1.5m RJ11 to RJ11 for RPU
10027622,Mount galvanised wall for 4 port DPU with integrated sun shield and 4x DPU mounting screws
10027623,Mount powder coated wall or pole for 4 port DPU with integrated sun shield and 4x DPU mounting screws
10027624,Copper Interconnection Unit 3 cable Gel filled sealed enclosure
10027625,Copper Interconnection Unit 6 cable Gel filled sealed enclosure
10027626,Connector single wire Gel filled for DPU
10027627,DPU hangar box of 500 in 25 plastic bags of 20 hangers each
10027628,Card 7450 ESS IOM4e rev b L2HQ
10027630,License Slot 2 MDAe RTU
10027631,Card MDAe 10x10G
10027632,RG11 Rubber Boot
10027633,OSP for 10026705 HEX FTTB Cabinet Unclad
10027634,OSP for 10026706 HEX FTTB Cabinet Clad
10027637,Cable loom of 8 x QS mini coaxial for FWD01-FWD08 Single Fwd Rx connectivity between CDP and CHP in FAN 600mm rack design F male to F male connectors cable swept from 5MHz to 1250MHz pass template only
10027638,Cable loom of 8 x QS mini coaxial for FWD09-FWD16 Single Fwd Rx connectivity between CDP and CHP in FAN 600mm rack design F male to F male connectors cable swept from 5MHz to 1250MHz pass template only
10027639,Cable loom of 8 x QS mini coaxial for FWD17-FWD24 Single Fwd Rx connectivity between CDP and CHP in FAN 600mm rack design F male to F male connectors cable swept from 5MHz to 1250MHz pass template only
10027640,Cable loom of 8 x QS mini coaxial for FWD25-FWD32 Single Fwd Rx connectivity between CDP and CHP in FAN 600mm rack design F male to F male connectors cable swept from 5MHz to 1250MHz pass template only
